
Standard & Poors 500 Index,Last: 4246.5898,Change:  -8.5602
"Date: June 16, 2021, 7:34 AM EDT",Bid: 4207.4399,Ask: 4288.2002,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed Jul 07 2021,SPXW210707C04700000,0.1,0,0,0.1,0,0.1381,0.0013,0,26,4700.00,SPXW210707P04700000,0,0,455.1,458.3,0,0.2276,-0.9652,0.0003,0
Wed Jul 07 2021,SPXW210707C04800000,0.05,0,0,0.1,3,0.164,0.0011,0,46,4800.00,SPXW210707P04800000,0,0,555.1,558.3,0,0.2656,-0.9695,0.0003,0
Wed Jul 07 2021,SPXW210707C04900000,0,0,0,0.1,0,0.1888,0.001,0,20,4900.00,SPXW210707P04900000,0,0,655,658.2,0,0.3004,-0.9733,0.0002,0
Wed Jul 07 2021,SPXW210707C05000000,0,0,0,0.1,0,0.213,0.0009,0,0,5000.00,SPXW210707P05000000,0,0,755,758.2,0,0.3352,-0.9757,0.0002,0
Wed Jul 07 2021,SPXW210707C05100000,0,0,0,0.05,0,0.2254,0.0004,0,0,5100.00,SPXW210707P05100000,0,0,855,858.2,0,0.3687,-0.9776,0.0001,0
Wed Jul 07 2021,SPXW210707C05200000,0,0,0,0.05,0,0.2474,0.0004,0,0,5200.00,SPXW210707P05200000,0,0,955,958.1,0,0.4002,-0.9794,0.0001,0
Wed Jul 07 2021,SPXW210707C05300000,0,0,0,0.05,0,0.2688,0.0004,0,0,5300.00,SPXW210707P05300000,0,0,1054.9,1058.1,0,0.4305,-0.981,0.0001,0
Wed Jul 07 2021,SPXW210707C05400000,0,0,0,0.05,0,0.2898,0.0003,0,0,5400.00,SPXW210707P05400000,0,0,1154.9,1158.1,0,0.4608,-0.9821,0.0001,0
Wed Jul 07 2021,SPXW210707C05500000,0,0,0,0.05,0,0.3102,0.0003,0,0,5500.00,SPXW210707P05500000,0,0,1254.9,1258.1,0,0.4903,-0.983,0.0001,0
Wed Jul 07 2021,SPXW210707C05600000,0,0,0,0.05,0,0.3301,0.0003,0,0,5600.00,SPXW210707P05600000,0,0,1354.9,1358.1,0,0.519,-0.9838,0.0001,0
Wed Jul 07 2021,SPXW210707C05800000,0,0,0,0.05,0,0.3688,0.0003,0,0,5800.00,SPXW210707P05800000,0,0,1554.8,1558,0,0.5715,-0.9855,0.0001,0
Wed Jul 07 2021,SPXW210707C06000000,0,0,0,0.05,0,0.4058,0.0003,0,0,6000.00,SPXW210707P06000000,0,0,1754.8,1758,0,0.6238,-0.9866,0.0001,0
Wed Jul 07 2021,SPXW210707C06200000,0,0,0,0.05,0,0.4413,0.0002,0,0,6200.00,SPXW210707P06200000,0,0,1954.7,1957.9,0,0.6707,-0.9878,0,0
Fri Jul 09 2021,SPXW210709C01000000,0,0,3240.1,3243.1,0,0.02,0.9998,0,0,1000.00,SPXW210709P01000000,0,0,0,0.05,0,1.563,-0.0001,0,0
Fri Jul 09 2021,SPXW210709C01200000,0,0,3040.1,3043.2,0,0.02,0.9998,0,0,1200.00,SPXW210709P01200000,0,0,0,0.05,0,1.376,-0.0001,0,15
Fri Jul 09 2021,SPXW210709C01400000,0,0,2840.2,2843.2,0,0.02,0.9995,0,0,1400.00,SPXW210709P01400000,0,0,0,0.05,0,1.2607,-0.0001,0,115
Fri Jul 09 2021,SPXW210709C01600000,0,0,2640.2,2643.3,0,0.02,0.9997,0,0,1600.00,SPXW210709P01600000,0.05,0,0,0.1,0,1.1104,-0.0002,0,56
Fri Jul 09 2021,SPXW210709C01700000,0,0,2540.3,2543.3,0,0.02,0.9996,0,0,1700.00,SPXW210709P01700000,0.05,0,0,0.1,0,1.0464,-0.0002,0,48
Fri Jul 09 2021,SPXW210709C01800000,0,0,2440.3,2443.4,0,0.02,0.9996,0,0,1800.00,SPXW210709P01800000,0.05,0,0,0.1,0,0.9835,-0.0002,0,76
Fri Jul 09 2021,SPXW210709C01900000,0,0,2340.3,2343.4,0,0.02,0.9997,0,0,1900.00,SPXW210709P01900000,0.05,0,0,0.1,0,0.926,-0.0002,0,378
Fri Jul 09 2021,SPXW210709C02000000,0,0,2240.4,2243.4,0,0.02,0.9995,0,0,2000.00,SPXW210709P02000000,0.05,0,0,0.15,0,0.8935,-0.0003,0,120
Fri Jul 09 2021,SPXW210709C02100000,0,0,2140.4,2143.5,0,0.02,0.9995,0,0,2100.00,SPXW210709P02100000,0.1,0,0,0.15,0,0.8373,-0.0003,0,76
Fri Jul 09 2021,SPXW210709C02200000,0,0,2040.5,2043.5,0,0.02,0.9993,0,0,2200.00,SPXW210709P02200000,0.12,-0.005,0.05,0.2,7,0.8141,-0.0005,0,170
Fri Jul 09 2021,SPXW210709C02300000,0,0,1940.5,1943.6,0,0.02,0.9996,0,0,2300.00,SPXW210709P02300000,0,0,0.1,0.2,0,0.7753,-0.0006,0,55
Fri Jul 09 2021,SPXW210709C02400000,0,0,1840.6,1843.7,0,0.02,0.9992,0,0,2400.00,SPXW210709P02400000,0.2,0,0.15,0.25,25,0.7414,-0.0009,0,61
Fri Jul 09 2021,SPXW210709C02500000,0,0,1740.7,1743.7,0,0.02,0.999,0,0,2500.00,SPXW210709P02500000,0.25,0,0.2,0.35,0,0.7115,-0.0012,0,109
Fri Jul 09 2021,SPXW210709C02600000,0,0,1640.8,1643.8,0,0.02,0.9989,0,0,2600.00,SPXW210709P02600000,0.32,0.02,0.25,0.4,5,0.6707,-0.0015,0,162
Fri Jul 09 2021,SPXW210709C02700000,0,0,1540.9,1544,0,0.02,0.9993,0,0,2700.00,SPXW210709P02700000,0.45,0.05,0.35,0.5,11,0.6379,-0.002,0,159
Fri Jul 09 2021,SPXW210709C02800000,0,0,1441.1,1444.1,0,0.02,0.9987,0,0,2800.00,SPXW210709P02800000,0.55,0.05,0.45,0.65,11,0.6075,-0.0027,0,180
Fri Jul 09 2021,SPXW210709C02900000,0,0,1341.3,1344.3,0,0.02,0.9995,0,0,2900.00,SPXW210709P02900000,0.7,0.05,0.6,0.8,11,0.5747,-0.0035,0,171
Fri Jul 09 2021,SPXW210709C02950000,0,0,1291.4,1294.4,0,0.02,0.9992,0,0,2950.00,SPXW210709P02950000,0.7,0,0.7,0.9,0,0.5592,-0.0041,0,1752
Fri Jul 09 2021,SPXW210709C03000000,0,0,1241.5,1244.6,0,0.02,0.9985,0,0,3000.00,SPXW210709P03000000,0.85,0.025,0.85,1,2400,0.5442,-0.0048,0,2504
Fri Jul 09 2021,SPXW210709C03050000,0,0,1191.7,1194.7,0,0.02,0.9991,0,0,3050.00,SPXW210709P03050000,0.9,0,0.95,1.1,0,0.5267,-0.0054,0,3406
Fri Jul 09 2021,SPXW210709C03100000,0,0,1141.8,1144.8,0,0.02,0.9984,0,0,3100.00,SPXW210709P03100000,1.05,0,1.1,1.25,0,0.5116,-0.0063,0,1316
Fri Jul 09 2021,SPXW210709C03125000,0,0,1116.9,1119.9,0,0.02,0.999,0,0,3125.00,SPXW210709P03125000,1.2,0.1,1.15,1.3,25,0.5023,-0.0067,0,21
Fri Jul 09 2021,SPXW210709C03150000,0,0,1092,1095,0,0.02,0.9987,0,0,3150.00,SPXW210709P03150000,1.25,0.1,1.25,1.4,9,0.4954,-0.0073,0,510
Fri Jul 09 2021,SPXW210709C03175000,0,0,1067.1,1070.1,0,0.02,0.999,0,0,3175.00,SPXW210709P03175000,1.3,0.075,1.3,1.45,14,0.4857,-0.0077,0,36
Fri Jul 09 2021,SPXW210709C03200000,0,0,1042.2,1045.2,0,0.02,0.9983,0,0,3200.00,SPXW210709P03200000,1.3,0,1.4,1.55,0,0.4783,-0.0083,0,221
Fri Jul 09 2021,SPXW210709C03225000,0,0,1017.3,1020.3,0,0.02,0.9976,0,0,3225.00,SPXW210709P03225000,1.45,0.075,1.5,1.65,10,0.4705,-0.009,0,75
Fri Jul 09 2021,SPXW210709C03250000,0,0,992.4,995.4,0,0,0.9969,0,0,3250.00,SPXW210709P03250000,1.6,0.125,1.6,1.75,91,0.4624,-0.0096,0.0001,6517
Fri Jul 09 2021,SPXW210709C03275000,0,0,967.5,970.5,0,0,0.9962,0,0,3275.00,SPXW210709P03275000,1.63,0.08,1.7,1.85,52,0.4541,-0.0103,0.0001,1303
Fri Jul 09 2021,SPXW210709C03300000,0,0,942.6,945.6,0,0,0.9954,0,225,3300.00,SPXW210709P03300000,1.75,0.1,1.8,1.95,28,0.4456,-0.011,0.0001,6402
Fri Jul 09 2021,SPXW210709C03325000,0,0,917.7,920.7,0,0,0.9944,0,0,3325.00,SPXW210709P03325000,1.85,0.1,1.9,2.05,10,0.4369,-0.0118,0.0001,441
Fri Jul 09 2021,SPXW210709C03350000,0,0,892.8,895.8,0,0,0.9937,0,0,3350.00,SPXW210709P03350000,2,0.15,2,2.15,115,0.4279,-0.0125,0.0001,1593
Fri Jul 09 2021,SPXW210709C03375000,0,0,868,870.9,0,0,0.9929,0,0,3375.00,SPXW210709P03375000,2.1,0.125,2.1,2.3,174,0.4196,-0.0135,0.0001,231
Fri Jul 09 2021,SPXW210709C03400000,0,0,843.1,846.1,0,0,0.9919,0.0001,15,3400.00,SPXW210709P03400000,2.35,0.275,2.25,2.45,254,0.4117,-0.0145,0.0001,10007
Fri Jul 09 2021,SPXW210709C03425000,0,0,818.3,821.3,0,0,0.991,0.0001,0,3425.00,SPXW210709P03425000,2.22,-0.005,2.4,2.55,40,0.4029,-0.0155,0.0001,3095
Fri Jul 09 2021,SPXW210709C03450000,0,0,793.4,796.4,0,0,0.9987,0,0,3450.00,SPXW210709P03450000,2.6,0,2.55,2.7,0,0.3944,-0.0167,0.0001,446
Fri Jul 09 2021,SPXW210709C03475000,0,0,768.6,771.6,0,0,0.9987,0,0,3475.00,SPXW210709P03475000,2.61,0.085,2.7,2.85,30,0.3857,-0.0179,0.0001,630
Fri Jul 09 2021,SPXW210709C03500000,0,0,743.8,746.8,0,0,0.9981,0,0,3500.00,SPXW210709P03500000,2.74,0.065,2.85,3.1,1,0.3778,-0.0194,0.0001,1592
Fri Jul 09 2021,SPXW210709C03525000,0,0,719,722,0,0.2642,0.9975,0,0,3525.00,SPXW210709P03525000,3.08,0.23,3,3.2,4,0.3682,-0.0206,0.0001,39
Fri Jul 09 2021,SPXW210709C03550000,0,0,694.2,697.2,0,0.2732,0.9956,0,0,3550.00,SPXW210709P03550000,3.29,0,3.2,3.4,0,0.3597,-0.0222,0.0001,8878
Fri Jul 09 2021,SPXW210709C03575000,0,0,669.4,672.4,0,0.2756,0.9937,0.0001,0,3575.00,SPXW210709P03575000,3.6,0,3.4,3.6,0,0.351,-0.0239,0.0001,90
Fri Jul 09 2021,SPXW210709C03600000,0,0,644.6,647.7,0,0.2769,0.9915,0.0001,0,3600.00,SPXW210709P03600000,3.78,0,3.6,3.9,0,0.3428,-0.026,0.0002,11137
Fri Jul 09 2021,SPXW210709C03625000,0,0,619.9,623,0,0.2771,0.9889,0.0001,0,3625.00,SPXW210709P03625000,3.92,0,3.8,4.1,0,0.3336,-0.0279,0.0002,71
Fri Jul 09 2021,SPXW210709C03650000,0,0,595.2,598.2,0,0.2737,0.9866,0.0001,1,3650.00,SPXW210709P03650000,4.12,0.12,4.1,4.4,2,0.3255,-0.0304,0.0002,1696
Fri Jul 09 2021,SPXW210709C03675000,0,0,570.5,573.5,0,0.2703,0.9839,0.0001,0,3675.00,SPXW210709P03675000,4.5,0,4.4,4.6,0,0.3164,-0.0328,0.0002,490
Fri Jul 09 2021,SPXW210709C03700000,532.69,0,545.8,548.9,0,0.2667,0.9808,0.0002,31,3700.00,SPXW210709P03700000,4.8,0.2,4.7,5,200,0.3082,-0.0358,0.0002,3001
Fri Jul 09 2021,SPXW210709C03710000,522.96,0,535.9,539,0,0.2641,0.9798,0.0002,31,3710.00,SPXW210709P03710000,6.68,0,4.8,5.1,0,0.3043,-0.0369,0.0002,67
Fri Jul 09 2021,SPXW210709C03720000,512.78,0,526,529.2,0,0.2624,0.9784,0.0002,25,3720.00,SPXW210709P03720000,4.88,0.08,4.9,5.2,2,0.3005,-0.038,0.0003,180
Fri Jul 09 2021,SPXW210709C03725000,0,0,521.1,524.2,0,0.261,0.9779,0.0002,0,3725.00,SPXW210709P03725000,5.1,0.2,5,5.3,40,0.2991,-0.0388,0.0003,279
Fri Jul 09 2021,SPXW210709C03730000,503.22,0,516.2,519.3,0,0.2604,0.977,0.0002,25,3730.00,SPXW210709P03730000,6.3,0,5.1,5.4,0,0.2976,-0.0396,0.0003,37
Fri Jul 09 2021,SPXW210709C03740000,0,0,506.3,509.5,0,0.2583,0.9756,0.0002,0,3740.00,SPXW210709P03740000,5.3,0.15,5.2,5.5,102,0.2937,-0.0408,0.0003,184
Fri Jul 09 2021,SPXW210709C03750000,0,0,496.5,499.6,0,0.2561,0.9742,0.0002,0,3750.00,SPXW210709P03750000,5.81,0,5.4,5.7,0,0.2907,-0.0424,0.0003,334
Fri Jul 09 2021,SPXW210709C03760000,0,0,486.7,489.8,0,0.2544,0.9724,0.0002,0,3760.00,SPXW210709P03760000,6.2,0,5.6,5.9,0,0.2876,-0.0442,0.0003,74
Fri Jul 09 2021,SPXW210709C03770000,0,0,476.8,480,0,0.2519,0.9709,0.0002,0,3770.00,SPXW210709P03770000,9.45,0,5.7,6,0,0.2834,-0.0454,0.0003,82
Fri Jul 09 2021,SPXW210709C03775000,0,0,471.9,475,0,0.2502,0.9703,0.0003,0,3775.00,SPXW210709P03775000,5.8,0.1,5.8,6.1,10,0.2818,-0.0463,0.0003,348
Fri Jul 09 2021,SPXW210709C03780000,0,0,467,470.1,0,0.2492,0.9694,0.0003,0,3780.00,SPXW210709P03780000,6.09,0,5.9,6.2,0,0.2802,-0.0472,0.0003,68
Fri Jul 09 2021,SPXW210709C03790000,0,0,457.2,460.3,0,0.2471,0.9675,0.0003,0,3790.00,SPXW210709P03790000,6.8,0,6.1,6.4,0,0.2769,-0.0491,0.0003,26
Fri Jul 09 2021,SPXW210709C03800000,0,0,447.4,450.5,0,0.2448,0.9656,0.0003,4,3800.00,SPXW210709P03800000,6.6,0.4,6.3,6.6,32,0.2735,-0.051,0.0004,1381
Fri Jul 09 2021,SPXW210709C03810000,0,0,437.6,440.7,0,0.2424,0.9636,0.0003,0,3810.00,SPXW210709P03810000,6.9,0,6.5,6.8,0,0.27,-0.0529,0.0004,91
Fri Jul 09 2021,SPXW210709C03820000,0,0,427.8,431,0,0.2403,0.9613,0.0003,0,3820.00,SPXW210709P03820000,6.9,0.25,6.7,7.1,2,0.2669,-0.0552,0.0004,400
Fri Jul 09 2021,SPXW210709C03825000,0,0,423,426,0,0.239,0.9603,0.0003,0,3825.00,SPXW210709P03825000,7.1,0.3,6.9,7.2,23,0.2655,-0.0565,0.0004,1404
Fri Jul 09 2021,SPXW210709C03830000,0,0,418.1,421.2,0,0.2381,0.9589,0.0003,0,3830.00,SPXW210709P03830000,6.55,-0.35,7,7.3,1,0.2637,-0.0575,0.0004,178
Fri Jul 09 2021,SPXW210709C03840000,0,0,408.3,411.4,0,0.2352,0.9568,0.0004,0,3840.00,SPXW210709P03840000,7.7,0,7.2,7.6,0,0.2603,-0.0599,0.0004,110
Fri Jul 09 2021,SPXW210709C03850000,0,0,398.6,401.7,0,0.2332,0.954,0.0004,6,3850.00,SPXW210709P03850000,7.7,0.3,7.5,7.8,112,0.2569,-0.0623,0.0004,3094
Fri Jul 09 2021,SPXW210709C03860000,0,0,388.8,391.9,0,0.2301,0.9518,0.0004,0,3860.00,SPXW210709P03860000,7.95,0.25,7.7,8.1,7,0.2534,-0.0648,0.0005,103
Fri Jul 09 2021,SPXW210709C03870000,0,0,379.1,382.2,0,0.2277,0.9489,0.0004,16,3870.00,SPXW210709P03870000,8.2,0.25,8,8.4,2,0.2502,-0.0677,0.0005,66
Fri Jul 09 2021,SPXW210709C03875000,0,0,374.3,377.3,0,0.2265,0.9474,0.0004,0,3875.00,SPXW210709P03875000,8.57,0.42,8.2,8.5,116,0.2485,-0.0691,0.0005,375
Fri Jul 09 2021,SPXW210709C03880000,383.25,13.4,369.4,372.5,1,0.2252,0.946,0.0005,15,3880.00,SPXW210709P03880000,7.85,-0.4,8.3,8.7,1,0.2468,-0.0706,0.0005,423
Fri Jul 09 2021,SPXW210709C03890000,0,0,359.7,362.8,0,0.2225,0.9429,0.0005,0,3890.00,SPXW210709P03890000,8.85,0.25,8.6,9,61,0.2434,-0.0736,0.0005,1228
Fri Jul 09 2021,SPXW210709C03900000,342.5,0,350.1,353.1,0,0.2201,0.9395,0.0005,25,3900.00,SPXW210709P03900000,9.06,0.11,9,9.3,158,0.2401,-0.0769,0.0006,2576
Fri Jul 09 2021,SPXW210709C03910000,332.8,0,340.4,343.5,0,0.2175,0.936,0.0005,20,3910.00,SPXW210709P03910000,9.35,0.05,9.3,9.7,10,0.2368,-0.0803,0.0006,297
Fri Jul 09 2021,SPXW210709C03920000,344.45,13.2,330.8,333.9,1,0.2151,0.9321,0.0006,3,3920.00,SPXW210709P03920000,9.7,0.05,9.7,10.1,10,0.2336,-0.0841,0.0006,470
Fri Jul 09 2021,SPXW210709C03925000,319,0,326,329,0,0.2135,0.9304,0.0006,1,3925.00,SPXW210709P03925000,10.32,0.47,9.9,10.2,88,0.2317,-0.0858,0.0006,1179
Fri Jul 09 2021,SPXW210709C03930000,314.6,0,321.2,324.2,0,0.2122,0.9284,0.0006,1,3930.00,SPXW210709P03930000,10.27,0.22,10,10.4,21,0.2297,-0.0875,0.0006,390
Fri Jul 09 2021,SPXW210709C03940000,304,0,311.6,314.6,0,0.2094,0.9243,0.0006,14,3940.00,SPXW210709P03940000,9.97,-0.48,10.5,10.9,35,0.2269,-0.092,0.0007,86
Fri Jul 09 2021,SPXW210709C03950000,309.69,7.19,302.1,305.1,1,0.2071,0.9195,0.0007,4,3950.00,SPXW210709P03950000,11.3,0.35,10.9,11.3,109,0.2233,-0.0962,0.0007,1119
Fri Jul 09 2021,SPXW210709C03960000,286.4,0,293.6,294.2,0,0.2034,0.9158,0.0007,7,3960.00,SPXW210709P03960000,11.75,0.4,11.3,11.8,20,0.2199,-0.1007,0.0007,345
Fri Jul 09 2021,SPXW210709C03970000,276.9,0,284.1,284.7,0,0.2007,0.9107,0.0007,2,3970.00,SPXW210709P03970000,12.72,0.87,11.8,12.3,1,0.2166,-0.1056,0.0008,207
Fri Jul 09 2021,SPXW210709C03975000,0,0,279.3,280,0,0.1993,0.9081,0.0008,0,3975.00,SPXW210709P03975000,12.7,0,12.1,12.5,0,0.2149,-0.1081,0.0008,875
Fri Jul 09 2021,SPXW210709C03980000,267.6,0,274.6,275.3,0,0.1981,0.9052,0.0008,2,3980.00,SPXW210709P03980000,12.3,-0.05,12.3,12.8,12,0.2132,-0.1107,0.0008,55
Fri Jul 09 2021,SPXW210709C03990000,259.2,0,265.1,265.8,0,0.1951,0.8998,0.0008,2,3990.00,SPXW210709P03990000,13.6,0.7,12.9,13.3,5,0.2099,-0.1162,0.0009,116
Fri Jul 09 2021,SPXW210709C04000000,256.21,0.91,255.8,256.5,5,0.1929,0.8931,0.0009,510,4000.00,SPXW210709P04000000,13.54,0.09,13.5,13.9,210,0.2066,-0.1221,0.0009,2942
Fri Jul 09 2021,SPXW210709C04010000,0,0,246.3,247,0,0.1895,0.8874,0.0009,40,4010.00,SPXW210709P04010000,13.6,-0.5,14.1,14.5,7,0.2031,-0.1283,0.001,411
Fri Jul 09 2021,SPXW210709C04020000,0,0,237,237.7,0,0.1868,0.8803,0.001,2,4020.00,SPXW210709P04020000,14.2,-0.55,14.7,15.2,21,0.1998,-0.1348,0.001,363
Fri Jul 09 2021,SPXW210709C04025000,0,0,232.3,233,0,0.1852,0.877,0.001,5,4025.00,SPXW210709P04025000,15.57,0.47,15.1,15.5,1,0.1981,-0.1383,0.001,639
Fri Jul 09 2021,SPXW210709C04030000,221,0,227.7,228.4,0,0.1839,0.8731,0.0011,1,4030.00,SPXW210709P04030000,16.23,0.78,15.4,15.9,31,0.1964,-0.1419,0.0011,499
Fri Jul 09 2021,SPXW210709C04040000,204.95,0,218.4,219.1,0,0.1808,0.8656,0.0011,11,4040.00,SPXW210709P04040000,16.98,0.78,16.1,16.6,38,0.1929,-0.1492,0.0011,218
Fri Jul 09 2021,SPXW210709C04050000,211.75,0,209.2,210,0,0.1782,0.857,0.0012,567,4050.00,SPXW210709P04050000,16.75,-0.25,16.9,17.4,36,0.1895,-0.1573,0.0012,1304
Fri Jul 09 2021,SPXW210709C04060000,193.98,0,200,200.8,0,0.175,0.8484,0.0012,209,4060.00,SPXW210709P04060000,17.89,0.09,17.7,18.3,210,0.1861,-0.1658,0.0012,547
Fri Jul 09 2021,SPXW210709C04070000,194.06,3.56,190.9,191.7,1,0.172,0.839,0.0013,40,4070.00,SPXW210709P04070000,18.37,-0.33,18.7,19.2,81,0.1829,-0.1752,0.0013,621
Fri Jul 09 2021,SPXW210709C04075000,181.21,0,186.4,187.1,0,0.1704,0.8341,0.0014,101,4075.00,SPXW210709P04075000,19.5,0.35,19.1,19.6,85,0.181,-0.1796,0.0013,1240
Fri Jul 09 2021,SPXW210709C04080000,178.26,0,181.9,182.6,0,0.169,0.8289,0.0014,79,4080.00,SPXW210709P04080000,18.92,-0.68,19.7,20.1,317,0.1795,-0.1849,0.0014,1872
Fri Jul 09 2021,SPXW210709C04090000,175.96,3.36,172.9,173.6,1,0.1658,0.8183,0.0015,73,4090.00,SPXW210709P04090000,20.27,-0.38,20.7,21.1,85,0.176,-0.1952,0.0015,870
Fri Jul 09 2021,SPXW210709C04100000,168.2,4.4,164,164.7,6,0.1627,0.8068,0.0016,245,4100.00,SPXW210709P04100000,21.43,-0.32,21.8,22.3,273,0.1727,-0.2065,0.0015,4752
Fri Jul 09 2021,SPXW210709C04110000,147.5,0,155.2,155.9,0,0.1597,0.7943,0.0017,29,4110.00,SPXW210709P04110000,23.97,1.07,22.9,23.4,18,0.169,-0.2181,0.0016,220
Fri Jul 09 2021,SPXW210709C04120000,136.65,0,146.4,147.2,0,0.1565,0.7811,0.0018,20,4120.00,SPXW210709P04120000,24,-0.15,24.2,24.7,21,0.1657,-0.2311,0.0017,173
Fri Jul 09 2021,SPXW210709C04125000,136.2,0,142.1,142.8,0,0.1549,0.7742,0.0018,50,4125.00,SPXW210709P04125000,24.85,0.05,24.9,25.3,20,0.1639,-0.2377,0.0018,1027
Fri Jul 09 2021,SPXW210709C04130000,140.92,3.42,137.8,138.5,10,0.1533,0.7669,0.0019,57,4130.00,SPXW210709P04130000,26,0.5,25.5,26,11,0.162,-0.2445,0.0018,217
Fri Jul 09 2021,SPXW210709C04140000,132.68,3.63,129.2,129.9,11,0.15,0.7519,0.002,34,4140.00,SPXW210709P04140000,27.45,0.5,27,27.5,30,0.1587,-0.2593,0.0019,210
Fri Jul 09 2021,SPXW210709C04150000,121.98,1.38,120.8,121.5,24,0.1468,0.7355,0.0021,264,4150.00,SPXW210709P04150000,28.03,-0.47,28.5,29.1,52,0.1551,-0.275,0.002,965
Fri Jul 09 2021,SPXW210709C04160000,117.1,4.8,112.4,113.2,1,0.1435,0.718,0.0022,79,4160.00,SPXW210709P04160000,30.4,0.25,30.2,30.8,11,0.1517,-0.2919,0.0021,144
Fri Jul 09 2021,SPXW210709C04170000,106.72,2.62,104.3,105,1,0.1403,0.6991,0.0023,48,4170.00,SPXW210709P04170000,32.25,0.3,32,32.6,5,0.1481,-0.3099,0.0022,192
Fri Jul 09 2021,SPXW210709C04175000,105.88,5.78,100.2,101,63,0.1385,0.6892,0.0024,1525,4175.00,SPXW210709P04175000,32.2,-0.75,33,33.5,37,0.1463,-0.3193,0.0023,670
Fri Jul 09 2021,SPXW210709C04180000,97.52,1.52,96.2,97,10,0.1369,0.6789,0.0024,80,4180.00,SPXW210709P04180000,33.11,-0.84,34,34.6,113,0.1446,-0.3293,0.0023,273
Fri Jul 09 2021,SPXW210709C04190000,91.55,3.3,88.4,89.1,8,0.1336,0.6572,0.0026,74,4190.00,SPXW210709P04190000,35.04,-1.11,36.1,36.7,24,0.141,-0.35,0.0024,235
Fri Jul 09 2021,SPXW210709C04200000,82.71,2.06,80.8,81.4,172,0.1303,0.6338,0.0027,2023,4200.00,SPXW210709P04200000,36.86,-1.59,38.5,39.1,214,0.1376,-0.3725,0.0026,770
Fri Jul 09 2021,SPXW210709C04210000,78.51,5.31,73.3,73.9,15,0.1268,0.6088,0.0028,195,4210.00,SPXW210709P04210000,40.5,-0.5,41,41.7,21,0.1342,-0.3963,0.0027,319
Fri Jul 09 2021,SPXW210709C04220000,66.7,0.6,66.2,66.8,13,0.1238,0.5818,0.0029,220,4220.00,SPXW210709P04220000,41.55,-2.35,43.9,44.5,33,0.1309,-0.4219,0.0028,202
Fri Jul 09 2021,SPXW210709C04225000,64.73,2.13,62.7,63.3,335,0.1221,0.5677,0.003,1442,4225.00,SPXW210709P04225000,44.5,-1,45.4,46,50,0.1292,-0.4353,0.0028,1129
Fri Jul 09 2021,SPXW210709C04230000,61.13,1.93,59.3,59.9,14,0.1206,0.5531,0.0031,952,4230.00,SPXW210709P04230000,46.18,-0.82,47,47.7,43,0.1277,-0.4491,0.0029,2025
Fri Jul 09 2021,SPXW210709C04240000,54.74,1.99,52.8,53.4,172,0.1177,0.5227,0.0032,1623,4240.00,SPXW210709P04240000,50.92,0.42,50.5,51.1,239,0.1247,-0.4779,0.003,1593
Fri Jul 09 2021,SPXW210709C04250000,48.42,1.87,46.6,47.2,875,0.1147,0.4906,0.0032,1475,4250.00,SPXW210709P04250000,54.6,0.2,54.3,54.9,501,0.1217,-0.5082,0.003,674
Fri Jul 09 2021,SPXW210709C04260000,42.29,1.49,40.8,41.4,83,0.112,0.4571,0.0033,134,4260.00,SPXW210709P04260000,60.98,2.48,58.5,59.1,37,0.119,-0.5397,0.0031,159
Fri Jul 09 2021,SPXW210709C04270000,36.56,1.26,35.4,36,50,0.1094,0.4224,0.0033,106,4270.00,SPXW210709P04270000,68.95,0,63,63.7,0,0.1164,-0.5723,0.0031,157
Fri Jul 09 2021,SPXW210709C04275000,34.4,1.6,32.8,33.4,91,0.108,0.4046,0.0033,6106,4275.00,SPXW210709P04275000,67.61,1.91,65.4,66.1,1,0.115,-0.5889,0.0031,299
Fri Jul 09 2021,SPXW210709C04280000,31.73,1.33,30.4,31,17,0.1068,0.3868,0.0033,330,4280.00,SPXW210709P04280000,71.03,2.78,68,68.7,5,0.114,-0.6055,0.0031,216
Fri Jul 09 2021,SPXW210709C04290000,27.4,1.45,25.9,26.4,1126,0.1045,0.3509,0.0033,1712,4290.00,SPXW210709P04290000,72.13,-1.62,73.4,74.2,1,0.1118,-0.639,0.0031,262
Fri Jul 09 2021,SPXW210709C04300000,23.3,1.35,21.8,22.3,758,0.1022,0.315,0.0032,4972,4300.00,SPXW210709P04300000,77.08,-2.67,79.4,80.1,18,0.11,-0.6721,0.0031,310
Fri Jul 09 2021,SPXW210709C04310000,19.43,0.98,18.2,18.7,1375,0.1003,0.28,0.0031,1577,4310.00,SPXW210709P04310000,89.88,0,85.7,86.5,0,0.1084,-0.7046,0.003,220
Fri Jul 09 2021,SPXW210709C04325000,14.56,0.66,13.7,14.2,55,0.098,0.2305,0.0029,3170,4325.00,SPXW210709P04325000,105.1,0,96.2,96.9,0,0.1067,-0.7502,0.0028,186
Fri Jul 09 2021,SPXW210709C04350000,8.8,0.25,8.3,8.8,46,0.0956,0.1599,0.0024,2422,4350.00,SPXW210709P04350000,138.3,0,115.6,116.4,0,0.1056,-0.8154,0.0023,16
